claim_id,is_fraud,sequence_length,total_duration,event_sequence
N_914,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_915,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_916,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_917,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_918,0,9,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_919,0,9,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_920,0,11,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_921,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_922,0,11,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_923,0,11,53,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_924,0,11,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_925,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_926,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_927,0,11,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_928,0,11,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_929,0,10,41,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_930,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_931,0,11,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_932,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_933,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_934,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_935,0,11,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_936,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_937,0,11,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_938,0,10,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_939,0,10,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_940,0,9,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_941,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_942,0,11,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_943,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_944,0,10,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_945,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_946,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_947,0,10,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_948,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_949,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_950,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_951,0,10,47,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_952,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_953,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_954,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_955,0,10,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_956,0,9,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_957,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_958,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_959,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_960,0,9,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_961,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_962,0,9,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_963,0,11,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_964,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_965,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_966,0,10,44,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_967,0,11,49,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_968,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_969,0,11,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_970,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_971,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_972,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_973,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_974,0,11,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_975,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_976,0,9,24,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_977,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_978,0,9,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_979,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_980,0,9,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_981,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_982,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_983,0,9,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_984,0,11,45,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_985,0,9,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_986,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_987,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_988,0,11,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_989,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_990,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_991,0,11,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_992,0,9,21,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_993,0,9,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_994,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_995,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_996,0,10,19,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_997,0,10,39,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_998,0,11,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_999,0,10,23,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1000,0,9,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1001,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1002,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1003,0,9,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1004,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1005,0,10,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1006,0,9,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1007,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1008,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1009,0,10,22,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1010,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1011,0,9,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1012,0,10,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1013,0,11,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1014,0,10,27,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1015,0,9,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1016,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1017,0,9,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1018,0,10,38,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1019,0,11,37,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1020,0,11,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1021,0,10,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1022,0,10,25,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1023,0,10,32,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1024,0,9,18,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1025,0,11,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1026,0,9,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1027,0,11,33,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1028,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1029,0,10,29,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1030,0,10,26,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1031,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1032,0,11,36,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1033,0,10,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1034,0,11,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1035,0,10,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1036,0,9,34,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1037,0,9,35,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Repair Authorization', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1038,0,10,30,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1039,0,10,28,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1040,0,10,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Witness Statement', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1041,0,10,40,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Repair Authorization', 'Repair In Progress', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
N_1042,0,11,31,"['First Notice of Loss', 'Initial Assessment', 'Damage Documentation', 'Police Report Filed', 'Expert Consultation', 'Parts Ordered', 'Repair In Progress', 'Quality Check', 'Final Assessment', 'Payment Processing', 'Claim Closed']"
